Year,No strain,RUcode,Sector WE,locatio,lat(),log(),datec,monthc,dateI,monthel,Host details,Host general,Host full name,N,F1 (titres ????),F-type,??? (%),arg-,mal-,ara-,ramnose,glycerine,sensibility to pesticine 1,streptomycin (mm),sterpoSS (mg/ml),gentamycin (mm),gentaSS (mg/ml),chloramphenicol (mm),chloraSS (mg/ml),penicillin (mm),peniSS (mg/ml),polymyxin,ampicillin,kanamycin,cefazolin,ciprofloxacin,reaction of denitrification ,,growth on agar base medium  ????,glucose,maltose,mannitol,saccharose,arabinose,galactose,urea
2002,1460,10?-1,10521,p3600,45 16 764,76 18 978,20,5,23,5,X. gerbilli,FL-RO,Fleas on R.opimus,11,50 ???,F1+,85.4,,,,-,+,-,17,1,20,0.25,28,4,,1,12,19,,,22,-,+,,+,+,+,-,+,+,-
2002,1589,10?-1,10521,p3600,45 16 764,76 18 978,20,5,23,5,X. gerbilli,MIF,Migrating fleas,13,50 ???,F1+,97.3,,,,-,+,-,14,,19,,27,4,,8,0,28,,,23,-,+,,+,+,+,-,+,+,-
2002,1590,10?-1,10521,p3600,45 16 764,76 18 978,20,5,23,5,X. gerbilli,MIF,Migrating fleas,8,100 ???,F1+,100,,,,-,+,-,14,,15,,25,4,,8,0,20,,,24,-,+,,+,+,+,-,+,+,-
2002,1591,10?-1,10521,p3600,45 16 764,76 18 978,20,5,23,5,X. gerbilli,MIF,Migrating fleas,13,12500,F1+,83.7,,,,-,+,-,15,,16,,22,4,,8,11,22,,,17,-,+,,+,+,+,-,+,+,-
2002,1592,10?-1,10521,p3600,45 16 764,76 18 978,20,5,23,5,X. gerbilli,MIF,Migrating fleas,24,6250,F1+,96.2,,,,-,+,-,14,,15,,22,4,,8,11,20,,,23,-,+,,+,+,+,-,+,+,-
2002,1600,10?-1,10521,p3600,45 16 764,76 18 978,20,5,23,5,unidentified,MIF,Migrating fleas,31,250 ???,F1+,100,,,,-,+,-,14,,15,,25,4,,8,10,21,,,16,-,+,,+,+,+,-,+,+,-
2002,1800,10?-2,10522,p500,45 17 500, 76 26 250,21,5,25,5,unidentified,MIF,Migrating fleas,5,50 ???,F1+,98.1,,,,-,+,-,14,,15,,25,4,,8,15,20,,,20,-,+,,+,+,+,-,+,+,-
2012,1492,10?-1,10541,p500,45 06 841, 76 20 047,29,5,na,na,YM,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,1496,10?-1,10541,p500,45 06 841, 76 20 047,29,5,na,na,AM,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,1497,10?-1,10541,p500,45 06 841, 76 20 047,29,5,na,na,YFV,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,1505,10?-1,10541,p500,45 06 841, 76 20 047,29,5,na,na,AM,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,748,10?-2,10542,p5,45 06 988,76 24 967,4,10,8,10,X. conformis,FL-MM,Fleas onMeriones meridianus,7,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,749,10?-2,10542,p5,45 06 988,76 24 967,4,10,8,10,X. conformis,FL-MM,Fleas onMeriones meridianus,2,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,672,10?-3,10543,p3300,45 02 873 ,76 19 639,13,5,16,5,AM,RO,Rhombomys opimus,1,1 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,675,10?-3,10543,p3300,45 02 873 ,76 19 639,13,5,16,5,AF,RO,Rhombomys opimus,1,1 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,678,10?-3,10543,p3300,45 02 873 ,76 19 639,13,5,16,5,AM,RO,Rhombomys opimus,1,1 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1301,10?-3,10543,p3300,45 02 873 ,76 19 639,13,5,16,5,unidentified,MIF,Migrating fleas,15,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1302,10?-3,10543,p3300,45 02 873 ,76 19 639,13,5,16,5,unidentified,MIT,Migrating ticks,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1303,10?-3,10543,p3300,45 02 873 ,76 19 639,13,5,16,5,unidentified,MIF,Migrating fleas,20,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1311,10?-3,10543,p3300,45 02 873 ,76 19 639,13,5,16,5,unidentified,MIF,Migrating fleas,20,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1313,10?-3,10543,p3300,45 02 873 ,76 19 639,13,5,16,5,unidentified,MIF,Migrating fleas,13,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1319,10?-3,10543,p3300,45 02 873 ,76 19 639,13,5,16,5,unidentified,MIF,Migrating fleas,20,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,757,10?-4,10544,p5000,45 02 500, 76 26 250,4,10,8,10,C. lamellifer,FL-RO,Fleas on R.opimus,4,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,764,10?-4,10544,p5000,45 02 500, 76 26 250,4,10,8,10,X. gerbilli,FL-RO,Fleas on R.opimus,32,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1337,10?-4,10544,p5000,45 02 500, 76 26 250,13,5,17,5,unidentified,MIF,Migrating fleas,13,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1338,10?-4,10544,p5000,45 02 500, 76 26 250,13,5,17,5,unidentified,MIF,Migrating fleas,8,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,620,10?-4,10544,p5000,45 02 500, 76 26 250,13,5,16,5,YF,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1209,10?-4,10544,p5000,45 02 500, 76 26 250,13,5,16,5,unidentified,TI-RO,Ticks on R.opimus,3,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1275,10?-4,10544,p5000,45 02 500, 76 26 250,13,5,16,5,X. gerbilli,MIF,Migrating fleas,3,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1286,10?-4,10544,p5000,45 02 500, 76 26 250,13,5,16,5,unidentified,MIF,Migrating fleas,13,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1289,10?-4,10544,p5000,45 02 500, 76 26 250,13,5,16,5,unidentified,MIF,Migrating fleas,20,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1290,10?-4,10544,p5000,45 02 500, 76 26 250,13,5,16,5,unidentified,MIF,Migrating fleas,7,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,1197,10?-1,11721,p5000,44 57 500,76 18 750,4,11,7,11,AFL,RO,Rhombomys opimus,1,7812.5,F1+,100,,,,-,-,-,13,,16,,26,,19,,,,17,,25,-,+,,+,+,+,-,+,+,-
2002,1450,10?-1,11721,p5000,44 57 500,76 18 750,17,6,20,6,Rhipicephalus,TI-MM,Ticks on R.opimus,1,1 ???,F1+,96.5,,,,-,+,-,16,2,20,0.25,28,4,,1,12,22,,17,,-,+,,+,+,+,-,+,+,-
2002,1451,10?-1,11721,p5000,44 57 500,76 18 750,17,6,20,6,Hyalomma,TI-MM,Ticks on R.opimus,10,50 ???,F1+,97.1,,,,-,+,-,15,2,16,0.25,25,2,,1,12,21,,17,,-,+,,+,+,+,-,+,+,-
2002,1452,10?-1,11721,p5000,44 57 500,76 18 750,17,6,20,6,Hyalomma,TI-MM,Ticks on R.opimus,10,25 ???,F1+,99,,,,-,+,-,16,2,16,0.25,27,4,,1,12,20,,24,,-,+,,+,+,+,-,+,+,-
2002,1453,10?-1,11721,p5000,44 57 500,76 18 750,17,6,20,6,X. conformis,FL-MM,Fleas onMeriones meridianus,2,12500,F1+,83.1,,,,-,+,-,18,2,17,0.25,27,0.5,,1,13,22,,22,,-,+,,+,+,+,-,+,+,-
2002,2026,10?-1,11721,p5000,44 57 500,76 18 750,17,6,20,6,YM,RO,Rhombomys opimus,1,7812.5,F1+,100,,,,,,-,14,,18,,25,4,,8,0,17,,,18,,+,,+,+,+,-,+,+,-
2002,2080,10?-1,11721,p5000,44 57 500,76 18 750,24,6,25,6,unidentified,MIF,Migrating fleas,24,7812.5,F1+,96.8,,,,,,-,16,,17,,28,4,,8,10,-,,,30,,+,,+,+,+,-,+,+,-
2003,1405,10?-1,11721,p5000,44 57 500,76 18 750,16,6,20,6,YFV,RO,Rhombomys opimus,1,7812.5,F1+,99,,,,-,+,-,23,64,24,64,26,32,16,16,,,,,,,,,,,,,,,
2003,1406,10?-1,11721,p5000,44 57 500,76 18 750,16,6,20,6,YM,RO,Rhombomys opimus,1,7812.5,F1+,100,,,,-,+,-,21,64,20,32,28,32,10,16,,,,,,,,,,,,,,,
2003,1408,10?-1,11721,p5000,44 57 500,76 18 750,16,6,20,6,YFV,RO,Rhombomys opimus,1,7812.5,F1+,100,,,,-,+,-,22,64,20,32,30,32,0,64,,,,,,,,,,,,,,,
2003,2915,10?-1,11721,p5000,44 57 500,76 18 750,16,6,20,6,unidentified,TI-RO,Ticks on R.opimus,2,7812.5,F1+,99.2,,,,-,+,-,21,64,22,32,26,32,0,16,,,,,,,,,,,,,,,
2005,3710,10?-1,11721,p5000,44 57 500,76 18 750,15,6,18,6,X. gerbilli,FL-RO,Fleas on R.opimus,6,100 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3711,10?-1,11721,p5000,44 57 500,76 18 750,15,6,18,6,X. gerbilli,FL-RO,Fleas on R.opimus,20,100 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3712,10?-1,11721,p5000,44 57 500,76 18 750,15,6,18,6,X. gerbilli,FL-RO,Fleas on R.opimus,20,100 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3713,10?-1,11721,p5000,44 57 500,76 18 750,15,6,18,6,X. gerbilli,FL-RO,Fleas on R.opimus,17,100 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3715,10?-1,11721,p5000,44 57 500,76 18 750,15,6,18,6,X. gerbilli,FL-RO,Fleas on R.opimus,9,100 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3716,10?-1,11721,p5000,44 57 500,76 18 750,15,6,18,6,X. gerbilli,FL-RO,Fleas on R.opimus,20,100 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3717,10?-1,11721,p5000,44 57 500,76 18 750,15,6,18,6,X. gerbilli,FL-RO,Fleas on R.opimus,11,100 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3719,10?-1,11721,p5000,44 57 500,76 18 750,15,6,18,6,Hyalomma,TI-RO,Ticks on R.opimus,3,100 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3722,10?-1,11721,p5000,44 57 500,76 18 750,15,6,18,6,X. gerbilli,FL-RO,Fleas on R.opimus,6,100 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,349,10?-1,11721,p5000,44 57 500,76 18 750,16,9,20,9,YM,RO,Rhombomys opimus,1,200 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1563,10?-1,11721,p5000,44 57 500,76 18 750,12,10,15,10,YM,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1565,10?-1,11721,p5000,44 57 500,76 18 750,12,10,15,10,YM,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2293,10?-1,11721,p5000,44 57 500,76 18 750,12,10,15,10,unidentified,FL-RO,Fleas on R.opimus,10,200 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2297,10?-1,11721,p5000,44 57 500,76 18 750,12,10,15,10,unidentified,FL-RO,Fleas on R.opimus,20,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2298,10?-1,11721,p5000,44 57 500,76 18 750,12,10,15,10,unidentified,FL-RO,Fleas on R.opimus,20,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2304,10?-1,11721,p5000,44 57 500,76 18 750,12,10,15,10,unidentified,FL-RO,Fleas on R.opimus,13,50 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2305,10?-1,11721,p5000,44 57 500,76 18 750,12,10,15,10,unidentified,MIF,Migrating fleas,20,200 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2309,10?-1,11721,p5000,44 57 500,76 18 750,12,10,15,10,unidentified,MIF,Migrating fleas,4,200 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2314,10?-1,11721,p5000,44 57 500,76 18 750,12,10,15,10,unidentified,MIF,Migrating fleas,20,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2319,10?-1,11721,p5000,44 57 500,76 18 750,12,10,15,10,unidentified,MIF,Migrating fleas,20,200 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2320,10?-1,11721,p5000,44 57 500,76 18 750,12,10,15,10,unidentified,MIF,Migrating fleas,15,200 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2321,10?-1,11721,p5000,44 57 500,76 18 750,12,10,15,10,unidentified,MIF,Migrating fleas,3,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2322,10?-1,11721,p5000,44 57 500,76 18 750,12,10,15,10,unidentified,MIF,Migrating fleas,20,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,915,10?-1,11721,p500,44 55 643,76 21 924,28,5,31,5,unidentified,MIF,Migrating fleas,9,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,527,10?-2,11722,p3500,44 56 826 ,76 25 529,25,6,27,6,unidentified,FL-RO,Fleas on R.opimus,20,7812.5,F1+,98.2,,,,,,-,14,,13,,26,,16,16,10,,,,22,,+,,+,+,+,-,+,+,-
2002,655,10?-2,11722,p3500,44 56 826 ,76 25 529,15,4,17,4,X. gerbilli,FL-RO,Fleas on R.opimus,20,7812.5,F1+,100,,,,,,-,14,,13,,24,,14,,0,,,,23,-,+,,+,+,+,-,+,+,-
2002,659,10?-2,11722,p3500,44 56 826 ,76 25 529,15,4,17,4,X. gerbilli,MIF,Migrating fleas,11,250 ???,F1+,96,,,,,,-,14,,15,,27,,17,,0,,,,25,-,+,,+,+,+,-,+,+,-
2002,668,10?-2,11722,p3500,44 56 826 ,76 25 529,15,4,18,4,X. gerbilli,,,,7812.5,F1+,100,,,,,,-,16,,16,,25,,18,,0,,,,26,-,+,,+,+,+,-,+,+,-
2002,672,10?-2,11722,p3500,44 56 826 ,76 25 529,15,4,18,4,X. gerbilli,MIF,Migrating fleas,11,250 ???,F1+,96.8,,,,,,-,12,,15,,21,,11,,0,,,,25,-,+,,+,+,+,-,+,+,-
2002,673,10?-2,11722,p3500,44 56 826 ,76 25 529,15,4,18,4,X. gerbilli,MIF,Migrating fleas,20,15625,F1+,100,,,,,,-,16,,17,,26,,18,,0,,,,26,-,+,,+,+,+,-,+,+,-
2002,728,10?-2,11722,p3500,44 56 826 ,76 25 529,17,4,20,4,X. gerbilli,MIF,Migrating fleas,na,31250,F1+,100,,,,,,-,11,,15,,28,,16,1,0,,,,23,-,+,,+,+,+,-,+,+,-
2002,731,10?-2,11722,p3500,44 56 826 ,76 25 529,17,4,20,4,X. gerbilli,MIF,Migrating fleas,20,15625,F1+,100,,,,,,-,15,,15,,24,,16,,0,,,,22,-,+,,+,+,+,-,+,+,-
2002,739,10?-2,11722,p3500,44 56 826 ,76 25 529,17,4,20,4,X. gerbilli,MIF,Migrating fleas,18,15625,F1+,100,,,,,,-,13,,13,,24,,13,,0,,,,22,-,+,,+,+,+,-,+,+,-
2003,701,10?-2,11722,p3500,44 56 826 ,76 25 529,28,3,31,3,AM,RO,Rhombomys opimus,1,7812.5,F1+,100,,,,-,+,-,16,64,16,16,31,16,17,16,,,,,,,,,,,,,,,
2003,726,10?-2,11722,p3500,44 56 826 ,76 25 529,3,5,5,5,AFL,RO,Rhombomys opimus,1,7812.5,F1+,100,,,,-,+,-,27,16,28,8,25,16,0,16,,,,,,,,,,,,,,,
2005,3061,10?-2,11722,p3500,44 56 826 ,76 25 529,14,5,15,5,X. gerbilli,MIF,Migrating fleas,15,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,364,10?-2,11722,p3500,44 56 826 ,76 25 529,16,9,20,9,YM,RO,Rhombomys opimus,1,200 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,371,10?-2,11722,p3500,44 56 826 ,76 25 529,16,9,20,9,YM,RO,Rhombomys opimus,1,200 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,925,10?-2,11722,p500,44 57 163,76 23 414,28,5,31,5,unidentified,MIT,Migrating ticks,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,926,10?-2,11722,p500,44 57 163,76 23 414,28,5,31,5,unidentified,MIF,Migrating fleas,2,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,927,10?-2,11722,p500,44 56 687,76 22 878,28,5,31,5,unidentified,MIT,Migrating ticks,16,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3061,10?-2,11722,p500,44 56 622, 76 22 772,14,6,17,6,unidentified,MIF,Migrating fleas,15,500 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3064,10?-2,11722,p500,44 56 622, 76 22 772,14,6,17,6,unidentified,MIF,Migrating fleas,8,500 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3066,10?-2,11722,p500,44 56 622, 76 22 772,14,6,17,6,unidentified,MIF,Migrating fleas,12,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3073,10?-2,11722,p500,44 56 551, 76 24 772,14,6,17,6,unidentified,MIF,Migrating fleas,8,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3074,10?-2,11722,p500,44 56 551, 76 24 772,14,6,17,6,unidentified,MIF,Migrating fleas,10,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3075,10?-2,11722,p500,44 56 551, 76 24 772,14,6,17,6,unidentified,MIF,Migrating fleas,17,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,761,10?-3,11723,p500,44 53 161, 76 21 836,11,5,na,na,RO,RO,Rhombomys opimus,1,500 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,762,10?-3,11723,p500,44 53 161, 76 21 836,11,5,na,na,RO,RO,Rhombomys opimus,1,500 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,768,10?-3,11723,p500,44 52 006, 76 19 322,11,5,na,na,RO,RO,Rhombomys opimus,1,125 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,776,10?-3,11723,p500,44 53 161, 76 21 836,11,5,na,na,RO,RO,Rhombomys opimus,1,125 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,778,10?-3,11723,p500,44 53 161, 76 21 836,11,5,na,na,RO,RO,Rhombomys opimus,1,125 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1964,10?-4,11724,p2600,44 51 981 ,76 24 010,3,6,9,6,unidentified,MIF,Migrating fleas,8,7812.5,F1+,100,,,,-,+,-,18,32,22,16,26,32,0,16,,,,,,,,,,,,,,,
2006,1246,10?-4,11724,p2600,44 51 981 ,76 24 010,14,5,18,5,unidentified,FL-RO,Fleas on R.opimus,9,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,596,10?-4,11724,p500,44 53 694, 76 27 119,19,5,22,5,YF,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,599,10?-4,11724,p500,44 53 694, 76 27 119,19,5,22,5,AM,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,802,10?-4,11724,p500,44 53 694, 76 27 119,19,5,22,5,RO,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,810,10?-4,11724,p500,44 53 694, 76 27 119,19,5,22,5,RO,RO,Rhombomys opimus,1,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,993,10?-4,11724,p500,44 53 694, 76 27 119,19,5,22,5,unidentified,FL-RO,Fleas on R.opimus,20,31250,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1638,10?-4,11724,p500,44 50 610,76 23 304,6,6,7,6,AM,RO,Rhombomys opimus,1,0,F1-,89,arg-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,198,10?-1,11741,p5000,44 47 572 ,76 33 462,27,3,31,3,unidentified,FL-RO,Fleas on R.opimus,50,7812.5,F1+,,,,,-,+,-,17,64,15,16,27,16,17,16,,,,,,,,,,,,,,,
2003,202,10?-1,11741,p5000,44 47 572 ,76 33 462,27,3,31,3,unidentified,FL-RO,Fleas on R.opimus,45,7812.5,F1+,,,,,-,+,-,17,64,17,16,27,16,19,16,,,,,,,,,,,,,,,
2003,813,10?-1,11741,p5000,44 47 572 ,76 33 462,23,5,26,5,unidentified,FL-RO,Fleas on R.opimus,22,7812.5,F1+,99,,,,-,+,-,21,32,21,16,28,32,16,16,,,,,,,,,,,,,,,
2003,821,10?-1,11741,p5000,44 47 572 ,76 33 462,23,5,26,5,unidentified,FL-RO,Fleas on R.opimus,9,7812.5,F1+,98,,,,-,+,-,23,32,22,16,25,32,0,16,,,,,,,,,,,,,,,
2003,833,10?-1,11741,p5000,44 47 572 ,76 33 462,23,5,26,5,unidentified,MIF,Migrating fleas,18,7812.5,F1+,98.9,,,,-,+,-,21,32,23,8,21,16,0,16,,,,,,,,,,,,,,,
2007,36,10?-1,11741,p5000,44 47 572 ,76 33 462,11,9,14,9,YF,RO,Rhombomys opimus,1,200 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,42,10?-1,11741,p5000,44 47 572 ,76 33 462,11,9,14,9,YF,RO,Rhombomys opimus,1,200 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2100,10?-1,11741,p5000,44 47 572 ,76 33 462,17,6,21,6,YF,RO,Rhombomys opimus,1,250 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2133,10?-1,11741,p5000,44 47 572 ,76 33 462,17,6,21,6,YM,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2135,10?-1,11741,p5000,44 47 572 ,76 33 462,17,6,21,6,YM,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2136,10?-1,11741,p5000,44 47 572 ,76 33 462,17,6,21,6,YF,RO,Rhombomys opimus,1,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2398,10?-1,11741,p5000,44 47 572 ,76 33 462,23,6,26,6,YM,RO,Rhombomys opimus,1,1 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2400,10?-1,11741,p5000,44 47 572 ,76 33 462,23,6,26,6,AM,RO,Rhombomys opimus,1,1 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3598,10?-1,11741,p5000,44 47 572 ,76 33 462,23,6,26,6,unidentified,FL-RO,Fleas on R.opimus,20,1 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3611,10?-1,11741,p5000,44 47 572 ,76 33 462,23,6,26,6,unidentified,FL-RO,Fleas on R.opimus,6,1 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3613,10?-1,11741,p5000,44 47 572 ,76 33 462,23,6,26,6,unidentified,FL-RO,Fleas on R.opimus,5,1 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3620,10?-1,11741,p5000,44 47 572 ,76 33 462,23,6,26,6,unidentified,MIF,Migrating fleas,16,1 ???,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,3802,10?-2,11742,p4500,44 47 335, 76 25 844,13,7,17,7,unidentified,FL-RO,Fleas on R.opimus,29,7812.5,F1+,100,,,,,,-,16,,14,,22,,10,,0,,,,23,-,+,,+,+,+,-,+,+,-
2005,29,10?-2,11742,p4500,44 47 335, 76 25 844,14,3,17,3,AM,RO,Rhombomys opimus,1,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,76,10?-2,11742,p4500,44 47 335, 76 25 844,14,3,17,3,unidentified,FL-RO,Fleas on R.opimus,20,0,F1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2929,10?-2,11742,p4500,44 47 335, 76 25 844,19,4,22,4,unidentified,FL-RO,Fleas on R.opimus,25,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2934,10?-2,11742,p4500,44 47 335, 76 25 844,19,4,22,4,unidentified,MIF,Migrating fleas,56,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2993,10?-2,11742,p4500,44 47 335, 76 25 844,12,5,14,5,X. gerbilli,FL-RO,Fleas on R.opimus,25,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2995,10?-2,11742,p4500,44 47 335, 76 25 844,12,5,14,5,X. gerbilli,FL-RO,Fleas on R.opimus,23,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2996,10?-2,11742,p4500,44 47 335, 76 25 844,12,5,14,5,X. gerbilli,FL-RO,Fleas on R.opimus,22,na,F1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3004,10?-2,11742,p4500,44 47 335, 76 25 844,12,5,14,5,X. gerbilli,MIF,Migrating fleas,47,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3013,10?-2,11742,p4500,44 47 335, 76 25 844,12,5,14,5,X. gerbilli,MIF,Migrating fleas,50,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3014,10?-2,11742,p4500,44 47 335, 76 25 844,12,5,14,5,X. gerbilli,MIF,Migrating fleas,61,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3017,10?-2,11742,p4500,44 47 335, 76 25 844,12,5,14,5,X. gerbilli,MIF,Migrating fleas,24,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3019,10?-2,11742,p4500,44 47 335, 76 25 844,12,5,14,5,X. gerbilli,MIF,Migrating fleas,52,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3020,10?-2,11742,p4500,44 47 335, 76 25 844,12,5,14,5,X. gerbilli,MIF,Migrating fleas,44,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3022,10?-2,11742,p4500,44 47 335, 76 25 844,12,5,14,5,X. gerbilli,MIF,Migrating fleas,57,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
